State,Station Description,ICAO,Country
  ,KIGOMA          ,HTKA,TZ
  ,KILWA MASOKO    ,HTKI,TZ
  ,KILIMANJARO AIRP,HTKJ,TZ
  ,MBEYA           ,HTMB,TZ
  ,MOROGORO (MET)  ,HTMG,TZ
  ,MOMBO           ,HTMO,TZ
  ,MOSHI           ,HTMS,TZ
  ,MTWARA          ,HTMT,TZ
  ,MUSOMA          ,HTMU,TZ
  ,MWANZA          ,HTMW,TZ
  ,NACHINGWEA      ,HTNA,TZ
  ,PEMBA/KARUME ARP,HTPE,TZ
  ,SAME            ,HTSE,TZ
  ,SONGEA          ,HTSO,TZ
  ,SUMBAWANGA      ,HTSU,TZ
  ,SHINYANGA       ,HTSY,TZ
  ,TABORA AIRPORT  ,HTTB,TZ
  ,TANGA           ,HTTG,TZ
  ,ZANZIBAR/KISAUNI,HTZA,TZ
  ,ARUA            ,HUAR,UG
  ,ENTEBBE INTL ARP,HUEN,UG
  ,FORT PORTAL     ,HUFP,UG
  ,GULU (MIL/CIV)  ,HUGU,UG
  ,JINJA           ,HUJI,UG
  ,KABALE          ,HUKB,UG
  ,KASESE          ,HUKS,UG
  ,LIRA            ,HULI,UG
  ,MBARARA         ,HUMA,UG
  ,MASINDI         ,HUMI,UG
  ,MOROTO          ,HUMO,UG
  ,SOROTI          ,HUSO,UG
  ,TORORO          ,HUTO,UG
  ,ALEXANDER BAY   ,FAAB,ZA
  ,ALIWAL NORTH    ,FAAN,ZA
  ,BRAKPAN         ,FABB,ZA
  ,BURGERSDORP     ,FABD,ZA
  ,BISHO           ,FABE,ZA
  ,BLOEMFONTEIN/HER,FABL,ZA
  ,BETHLEHEM AIRPOR,FABM,ZA
  ,BARBERTON       ,FABN,ZA
  ,BREDASDORP      ,FABR,ZA
  ,BEAUFORT WEST (M,FABY,ZA
  ,COOKHOUSE       ,FACH,ZA
  ,CAROLINA        ,FACL,ZA
  ,CAPETOWN/DF MALA,FACT,ZA
  ,CALVINIA (MET)  ,FACV,ZA
  ,CLANWILLIAM     ,FACW,ZA
  ,DE AAR          ,FADA,ZA
  ,DUNDEE          ,FADD,ZA
  ,DURNACOL        ,FADH,ZA
  ,DURBAN/LOUIS BOT,FADN,ZA
  ,DUNNOTTAR (SAAF),FADR,ZA
  ,DE AAR MET      ,FADY,ZA
  ,EAST LONDON/SCHO,FAEL,ZA
  ,ERMELO          ,FAEO,ZA
  ,ELLISRAS        ,FAER,ZA
  ,ESHOWE          ,FAES,ZA
  ,ELLIOT          ,FAET,ZA
  ,FICKSBURG       ,FAFB,ZA
  ,FRANKFORT       ,FAFF,ZA
  ,FRASERBURG      ,FAFR,ZA
  ,GOBABIS         ,FAGB,ZA
  ,GRAND CENTRAL   ,FAGC,ZA
  ,GOUGH ISLAND    ,FAGE,ZA
  ,GEORGE/P. W. BOT,FAGG,ZA
  ,JOHANNESBURG/RAN,FAGM,ZA
  ,GRAAFF REINET   ,FAGR,ZA
  ,GRAHAMSTOWN     ,FAGT,ZA
  ,GRAVELOTTE      ,FAGV,ZA
  ,GREYTOWN        ,FAGY,ZA
  ,HARMONY (PRIVATE,FAHA,ZA
  ,HUMANSDORP      ,FAHD,ZA
  ,HENDRINA (PRIVAT,FAHE,ZA
  ,HEIDELBERG      ,FAHG,ZA
  ,HOEDSPRUIT (SAAF,FAHS,ZA
  ,PRETORIA/IRENE  ,FAIR,ZA
  ,JOHANNESBURG CIT,FAJB,ZA
  ,JAGERSFONTEIN   ,FAJF,ZA
  ,KLERKSDORP      ,FAKD,ZA
  ,KIMBERLEY/BJ VOR,FAKM,ZA
  ,KRUGER MPUMALANG,FAKN,ZA
  ,KOMATIPOORT     ,FAKP,ZA
  ,KROONSTAD       ,FAKS,ZA
  ,KLEINSEE        ,FAKZ,ZA
  ,LANSERIA (CIV/MI,FALA,ZA
  ,LIME ACRES(PRIVA,FALC,ZA
  ,DURBAN SHAKA    ,FALE,ZA
  ,LICHTENBURG     ,FALI,ZA
  ,MAKHADO AFB     ,FALM,ZA
  ,LOUIS TRICHARDT ,FALO,ZA
  ,LICHTENBURG     ,FALT,ZA
  ,LANGEBAANWEG (SA,FALW,ZA
  ,LADYSMITH       ,FALY,ZA
  ,MIDDELBURG      ,FAMB,ZA
  ,MARION ISLAND   ,FAME,ZA
  ,MARGATE         ,FAMG,ZA
  ,MAFIKENG        ,FAMK,ZA
  ,MMABATHO INTL AR,FAMM,ZA
  ,MOSSEL BAY (LGT-,FAMO,ZA
  ,MPACHA (CIV/MIL),FAMP,ZA
  ,MARIEPSKOP (SAAF,FAMR,ZA
  ,MEYERTON        ,FAMT,ZA
  ,NEWCASTLE       ,FANC,ZA
  ,NEW HANOVER     ,FANH,ZA
  ,NEW LARGO       ,FANL,ZA
  ,NELSPRUIT       ,FANS,ZA
  ,JOHANNESBURG/TAM,FAOR,ZA
  ,ONDANGWA (MIL/CI,FAOA,ZA
  ,OVERBERG        ,FAOB,ZA
  ,OUDTSHOORN      ,FAOH,ZA
  ,PIETERSBURG (SAA,FAPB,ZA
  ,PLETTENBERG BAY ,FAPG,ZA
  ,PRINCE ALBERT RO,FAPC,ZA
  ,PORT ELIZABETH  ,FAPE,ZA
  ,PHALABORWA(PRIVA,FAPH,ZA
  ,PIETERSBURG(CIVI,FAPI,ZA
  ,PORT ST. JOHNS (,FAPJ,ZA
  ,PIETERMARITZBURG,FAPM,ZA
  ,PILANESBERG     ,FAPN,ZA
  ,POLOKWANE INTL  ,FAPP,ZA
  ,PRETORIA (MET)  ,FAPR,ZA
  ,POTCHEFSTROOM(SA,FAPS,ZA
  ,QUEENSTOWN      ,FAQT,ZA
  ,RICHARD'S BAY   ,FARB,ZA
  ,SPRINGBOK       ,FASB,ZA
  ,SPRINGS         ,FASI,ZA
  ,SWARTKOP (SAAF) ,FASK,ZA
  ,SISHEN          ,FASS,ZA
  ,TRISTAN DA CUNHA,FATC,ZA
  ,TSUMEB (PRIVATE),FATM,ZA
  ,TZANEEN         ,FATZ,ZA
  ,ULUNDI          ,FAUL,ZA
  ,UPINGTON/PIERRE ,FAUP,ZA
  ,UMTATA/KD MATANZ,FAUT,ZA
  ,VEREENIGING     ,FAVV,ZA
  ,VRYBURG         ,FAVB,ZA
  ,DURBAN/VIRGINIA ,FAVG,ZA
  ,VREDENDAL       ,FAVR,ZA
  ,VICTORIA WEST   ,FAVW,ZA
  ,VRYHEID         ,FAVY,ZA
  ,WONDERBOOM/PRETO,FAWB,ZA
  ,WINDHOEK        ,FAWE,ZA
  ,WITBANK         ,FAWI,ZA
  ,WATERKLOOF (SAAF,FAWK,ZA
  ,WELKOM          ,FAWM,ZA
  ,YSTERPLANT (SAAF,FAYP,ZA
  ,ZASTRON         ,FAZA,ZA
  ,FRANCISTOWN     ,FBFT,BW
  ,GHANZI          ,FBGZ,BW
  ,JWANENG (PRIVATE,FBJW,BW
  ,KASANE          ,FBKE,BW
  ,GBADOLITE       ,FBLT,BW
  ,MAUN            ,FBMN,BW
  ,MAHALAPYE       ,FBMP,BW
  ,ORAPA (PRIVATE) ,FBOR,BW
  ,SIR SERETSE KHAM,FBSK,BW
  ,SUA-PAN         ,FBSN,BW
  ,SELEBI PHIKWE   ,FBSP,BW
  ,SHAKAWE         ,FBSW,BW
  ,TSHANE          ,FBTE,BW
  ,TSABONG         ,FBTS,BW
  ,PANDAMATENGA    ,FBPA,BW
  ,BRAZZAVILLE/MAYA,FCBB,CG
  ,DJAMBALA        ,FCBD,CG
  ,MOUYONDZI       ,FCBM,CG
  ,M'POUYA         ,FCBO,CG
  ,SIBITI          ,FCBS,CG
  ,GAMBOMA         ,FCOG,CG
  ,IMPFONDO        ,FCOI,CG
  ,MAKOUA          ,FCOM,CG
  ,SOUANKE         ,FCOS,CG
  ,OUESSO          ,FCOU,CG
  ,MAKABANA        ,FCPA,CG
  ,LOUBOMO         ,FCPL,CG
  ,POINTE-NOIRE    ,FCPP,CG
  ,KINSHASA/N'DJILI,FZAA,CD
  ,MOANDA          ,FZAG,CD
  ,KITONA (ZAI-AFB),FZAI,CD
  ,MATADI/TSHIMPI  ,FZAM,CD
  ,INGA            ,FZAN,CD
  ,INONGO          ,FZBA,CD
  ,BANDUNDU        ,FZBO,CD
  ,KIKWIT          ,FZCA,CD
  ,KAHEMBA         ,FZCF,CD
  ,KENGE           ,FZCS,CD
  ,MBANDAKA        ,FZEA,CD
  ,BASANKUSU       ,FZEN,CD
  ,GEMENA          ,FZFK,CD
  ,LISALA          ,FZGA,CD
  ,BOENDE          ,FZGN,CD
  ,KISANGANI (ZAI-A,FZIA,CD
  ,ISIRO           ,FZJA,CD
  ,BUNIA           ,FZKA,CD
  ,ANGO            ,FZKO,CD
  ,BONDO           ,FZKP,CD
  ,BUKAVU/KAVUMU   ,FZMA,CD
  ,BUTEMBO         ,FZMB,CD
  ,GOMA INTL AIRPOR,FZNA,CD
  ,RUTSHURU        ,FZNC,CD
  ,KINDU           ,FZOA,CD
  ,KALIMA          ,FZOD,CD
  ,KASONGO         ,FZOK,CD
  ,LUBUMBASHI/LUANO,FZQA,CD
  ,KOLWEZI         ,FZQM,CD
  ,MITWABA         ,FZQV,CD
  ,MANONO          ,FZRA,CD
  ,MOBA            ,FZRB,CD
  ,KALEMIE         ,FZRF,CD
  ,KONGOLO         ,FZRQ,CD
  ,KAMINA (ZAI-AFB),FZSA,CD
  ,SANDOA          ,FZSD,CD
  ,DILOLO          ,FZSI,CD
  ,KAPANGA         ,FZSK,CD
  ,KANIAMA         ,FZTK,CD
  ,KANANGA         ,FZUA,CD
  ,TSHIKAPA        ,FZUK,CD
  ,LODJA           ,FZVA,CD
  ,LOMELA          ,FZVE,CD
  ,ILEBO           ,FZVS,CD
  ,MBUJI-MAYI      ,FZWA,CD
  ,KABINDA/TUNTA   ,FZWT,CD
  ,BIG BEND MET    ,FDBB,SZ
  ,JERICHO         ,FDJR,SZ
  ,LOMAHASHA       ,FDLM,SZ
  ,LAVUMISA        ,FDLV,SZ
  ,MANZINI/MATSAPA ,FDMS,SZ
  ,MAYIWANE        ,FDMY,SZ
  ,NDZEVANE        ,FDND,SZ
  ,NYONYANE        ,FDNY,SZ
  ,MOTI            ,FDOT,SZ
  ,PIGGS PEAK      ,FDPP,SZ
  ,SITEKI          ,FDST,SZ
  ,NHLANGANO ARPT  ,FDNH,SZ
  ,VUVULANE        ,FDVV,SZ
  ,ALINDAO         ,FEFA,CF
  ,OBO             ,FEFB,CF
  ,BANGUI/M'POKO (M,FEFF,CF
  ,BANGASSOU       ,FEFG,CF
  ,BIRAO           ,FEFI,CF
  ,BOSSEMBELE      ,FEFL,CF
  ,BAMBARI         ,FEFM,CF
  ,N'DELE          ,FEFN,CF
  ,BOUAR           ,FEFO,CF
  ,BRIA            ,FEFR,CF
  ,BOSSANGOA       ,FEFS,CF
  ,BERBERATI       ,FEFT,CF
  ,YALINGA         ,FEFY,CF
  ,BATA (RIO MUNI) ,FGBT,GQ
  ,MALABO/FERNANDO ,FGSL,GQ
  ,WIDE AWAKE FIELD,FHAW,SH
  ,PLAISANCE       ,FIMP,MU
  ,RODRIGUES/PLAINE,FIMR,MU
  ,DIEGO GARCIA    ,FJDG,MU
  ,BANYO           ,FKAB,CM
  ,BAFIA           ,FKAF,CM
  ,ABONG-MBANG     ,FKAG,CM
  ,LOMIE           ,FKAL,CM
  ,MEIGANGA        ,FKAM,CM
  ,NKONGSAMBA      ,FKAN,CM
  ,BETARE-OYA      ,FKAO,CM
  ,YOKO            ,FKAY,CM
  ,MAROUA-SALAK    ,FKKA,CM
  ,KRIBI           ,FKKB,CM
  ,TIKO            ,FKKC,CM
  ,DOUALA (CIV/MIL),FKKD,CM
  ,ESEKA           ,FKKE,CM
  ,MAMFE           ,FKKF,CM
  ,KAELE           ,FKKH,CM
  ,BATOURI         ,FKKI,CM
  ,YAGOUA CITY     ,FKKJ,CM
  ,MAROUA SALAK    ,FKKL,CM
  ,KOUNDJA/FOUMBAN ,FKKM,CM
  ,NGAOUNDERE      ,FKKN,CM
  ,BERTOUA         ,FKKO,CM
  ,GAROUA          ,FKKR,CM
  ,DSCHANG         ,FKKS,CM
  ,TIBATI          ,FKKT,CM
  ,BAMENDA         ,FKKV,CM
  ,EBOLOWA         ,FKKW,CM
  ,YOUNDE II       ,FKKY,CM
  ,YAOUNDE         ,FKYS,CM
  ,MBALA (MIL/CIV) ,FLBA,ZM
  ,CHOMA           ,FLCH,ZM
  ,CHIPATA         ,FLCP,ZM
  ,ISOKA           ,FLIK,ZM
  ,KAWAMBWA        ,FLKB,ZM
  ,KAOMA           ,FLKO,ZM
  ,KASAMA          ,FLKS,ZM
  ,KABWE/MILLIKEN  ,FLKW,ZM
  ,LUSAKA CITY AIRP,FLLC,ZM
  ,LUNDAZI         ,FLLD,ZM
  ,LIVINGSTONE (MIL,FLLI,ZM
  ,LIVINGSTONE NKUM,FLHN,ZM
  ,LUSAKA KUANDA   ,FLKK,ZM
  ,MANSA           ,FLMA,ZM
  ,MFUWE           ,FLMF,ZM
  ,MONGU           ,FLMG,ZM
  ,MPIKA           ,FLMP,ZM
  ,MWINILUNGA      ,FLMW,ZM
  ,NDOLA           ,FLND,ZM
  ,KASEMPA         ,FLPA,ZM
  ,PETAUKE         ,FLPE,ZM
  ,KABOMPO         ,FLPO,ZM
  ,SERENJE         ,FLSE,ZM
  ,NDOLA           ,FLSK,ZM
  ,SENANGA         ,FLSN,ZM
  ,SESHEKE         ,FLSS,ZM
  ,SOLWEZI         ,FLSW,ZM
  ,SAMFYA          ,FLYA,ZM
  ,ZAMBEZI         ,FLZB,ZM
  ,MORONI/HAHAIA IN,FMCH,KM
  ,MORONI/ICONI ARP,FMCN,KM
  ,ANJOUAN/OUANI   ,FMCV,KM
  ,DZAOUDZI/PAMANZI,FMCZ,KM
  ,ANTSIRABE       ,FMME,KM
  ,MAHANORO        ,FMMH,KM
  ,ANTANANARIVO/IVA,FMMI,KM
  ,MAINTIRANO      ,FMMO,KM
  ,SAINTE-MARIE ARP,FMMS,KM
  ,TAMATAVE/TOAMASI,FMMT,KM
  ,MORONDAVA       ,FMMV,KM
  ,DIEGO-SUAREZ/ANT,FMNA,KM
  ,ANDAPA          ,FMND,KM
  ,ANTALAHA/ANTSIRA,FMNH,KM
  ,ANALALAVA       ,FMNL,KM
  ,MAJUNGA/MAHAJANG,FMNM,KM
  ,NOSY BE/FASCENE ,FMNN,KM
  ,BESALAMPY       ,FMNQ,KM
  ,SAMBAVA SUD     ,FMNS,KM
  ,VOHEMAR         ,FMNV,KM
  ,FT. DAUPHIN/TOLA,FMSD,KM
  ,FIANARANTSOA    ,FMSF,KM
  ,FARAFANGANA     ,FMSG,KM
  ,MANANJARY       ,FMSM,KM
  ,RANOHIRA        ,FMSO,KM
  ,MOROMBE         ,FMSR,KM
  ,TULEAR/TOLIARA  ,FMST,KM
  ,ST. DENIS/GILLOT,FMEE,FR
  ,ST. PIERRE/FONDS,FMEP,FR
  ,BENGUELA/MONBACA,FNBG,AO
  ,CABINDA         ,FNCA,AO
  ,HUAMBO/NOVA LISB,FNHU,AO
  ,BIE/KUITO/SILVA ,FNKU,AO
  ,LOBITO          ,FNLB,AO
  ,LUANDA/4 DE FEVE,FNLU,AO
  ,MALANGE         ,FNMA,AO
  ,MENONGUE EAST/SE,FNME,AO
  ,PORTO AMBOIM    ,FNPA,AO
  ,SAURIMO/HENRIQUE,FNSA,AO
  ,WAKU KUNGU/CELA ,FNWK,AO
  ,N'ZETO/AMBRIZETE,FNZE,AO
  ,MOUILA CITY     ,FOGM,GA
  ,LAMBARENE       ,FOGR,GA
  ,BITAM           ,FOOB,GA
  ,COCOBEACH       ,FOOC,GA
  ,MOANDA          ,FOOD,GA
  ,MEKAMBO         ,FOOE,GA
  ,PORT GENTIL     ,FOOG,GA
  ,MAKOKOU/EPASSENG,FOOK,GA
  ,LIBREVILLE/LEON ,FOOL,GA
  ,MITZIC          ,FOOM,GA
  ,FRANCEVILLE/MVEN,FOON,GA
  ,LASTOURSVILLE   ,FOOR,GA
  ,TCHIBANGA       ,FOOT,GA
  ,MAYUMBA         ,FOOY,GA
  ,PRINCIPE ISLAND ,FPPR,ST
  ,SAO TOME IL/SALA,FPST,ST
  ,ANGOCHE         ,FQAG,MZ
  ,BEIRA           ,FQBR,MZ
  ,CUAMBA          ,FQCB,MZ
  ,CHIMOIO         ,FQCH,MZ
  ,FURANCUNGO      ,FQFU,MZ
  ,INHAMBANE       ,FQIN,MZ
  ,LICHINGA        ,FQLC,MZ
  ,LUMBO           ,FQLU,MZ
  ,MAPUTO/MAVALANE ,FQMA,MZ
  ,MOCIMBOA DA PRAI,FQMP,MZ
  ,MARRUPA         ,FQMR,MZ
  ,MUTARARA        ,FQMU,MZ
  ,NAMPULA         ,FQNP,MZ
  ,PEMBA           ,FQPB,MZ
  ,QUELIMANE       ,FQQL,MZ
  ,SONGO           ,FQSG,MZ
  ,TETE            ,FQTE,MZ
  ,TETE/CHINGOZI   ,FQTT,MZ
  ,ULONGUE         ,FQUG,MZ
  ,VILANCULOS      ,FQVL,MZ
  ,XAI XAI         ,FQXA,MZ
  ,SEYCHELLES INTL ,FSIA,SC
  ,SEYCHELLES INTL ,FSSS,SC
  ,DESROCHES       ,    ,SC
  ,LAI             ,FTTH,TD
  ,SARH (CIV/MIL)  ,FTTA,TD
  ,BONGOR          ,FTTB,TD
  ,ABECHE          ,FTTC,TD
  ,MOUNDOU         ,FTTD,TD
  ,ATI             ,FTTI,TD
  ,NDJAMENA (CIV/MI,FTTJ,TD
  ,BOKORO          ,FTTK,TD
  ,BOL-BERIM       ,FTTL,TD
  ,MONGO           ,FTTM,TD
  ,AM-TIMAN        ,FTTN,TD
  ,PALA            ,FTTP,TD
  ,ZOUAR           ,FTTR,TD
  ,FAYA-LARGEAU (MI,FTTY,TD
  ,BARDAI-ZOUGRA(MI,FTTZ,TD
  ,BEITBRIDGE      ,FVBB,ZW
  ,BINGA           ,FVBI,ZW
  ,BULAWAYO/WOODVAL,FVBU,ZW
  ,CHIPINGE        ,FVCH,ZW
  ,CHIREDZI/BUFFALO,FVCZ,ZW
  ,VICTORIA FALLS  ,FVFA,ZW
  ,GOKWE           ,FVGO,ZW
  ,MUTARE/GRAND REE,FVGR,ZW
  ,HARARE/KUTSAGA(M,FVHA,ZW
  ,KAROI           ,FVKA,ZW
  ,KARIBA          ,FVKB,ZW
  ,MUTOKO          ,FVMT,ZW
  ,MASVINGO        ,FVMV,ZW
  ,RUSAPE          ,FVRU,ZW
  ,GWERU/THORNHILL ,FVTL,ZW
  ,HWANGE NATL. PAR,FVWN,ZW
  ,CHILEKA INTL ARP,FWCL,MW
  ,CHITIPA         ,FWCT,MW
  ,DEDZA           ,FWDZ,MW
  ,KARONGA         ,FWKA,MW
  ,KAMUZU INTL AIRP,FWKI,MW
  ,NKHOTA KOTA     ,FWKK,MW
  ,LILONGWE INTL AR,FWLL,MW
  ,MANGOCHI        ,FWMG,MW
  ,MONKEY BAY      ,FWMY,MW
  ,MZIMBA          ,FWMZ,MW
  ,SALIMA          ,FWSM,MW
  ,MZUZU           ,FWUU,MW
  ,MASERU/MOSHOESHO,FXMM,LS
  ,MEJAMETALANA/MAS,FXMU,LS
  ,AROAB           ,FYAB,NA
  ,ARANOS          ,FYAN,NA
  ,AUS             ,FYAS,NA
  ,BAGANI          ,FYBG,NA
  ,EENHANA         ,FYEN,NA
  ,GOBABIS ARPT    ,FYGB,NA
  ,GOBABEB         ,FYGO,NA
  ,GROOTFONTEIN    ,FYGF,NA
  ,HENTIES BAY     ,FYGN,NA
  ,HENTIES BAY     ,FYHN,NA
  ,KARASBURG       ,FYKB,NA
  ,KEETMANSHOOP    ,FYKT,NA
  ,KHORIXAS        ,FYKX,NA
  ,KATIMA MULILO   ,FYKM,NA
  ,LUDERITZ/DIAZ PO,FYLZ,NA
  ,MALTAHOEHE      ,FYMH,NA
  ,MARIENTAL ARPT  ,FYML,NA
  ,NOORDOEWER      ,FYND,NA
  ,ONDANGWA        ,FYOA,NA
  ,OKAHAO          ,FYOH,NA
  ,OUTJO AIRPORT   ,FYOJ,NA
  ,OKAKARARA       ,FYOK,NA
  ,OMARURU         ,FYOM,NA
  ,OKAUKUEJO ARPT  ,FYOO,NA
  ,OSHAKATI        ,FYOS,NA
  ,OOTMOED         ,FYOT,NA
  ,OTJIWARONGO ARPT,FYOW,NA
  ,REHOBETH        ,FYRH,NA
  ,ROOIKOP (SAAF/CI,FYRK,NA
  ,RUNDU           ,FYRU,NA
  ,TERRACE BAY     ,FYTE,NA
  ,TSUMKWE         ,FYTK,NA
  ,TSUMEB          ,FYTM,NA
  ,OTJINENE        ,FYTN,NA
  ,WALVIS BAY      ,FYWB,NA
  ,EROS AIRPORT    ,FYWE,NA
  ,J. G. STRIJDOM  ,FYWH,NA
  ,WINDHOEK        ,FYWW,NA
  ,KUNDUZ          ,EQBA,AF
  ,FEYZABAD        ,EQBF,AF
  ,CAMP BASTION    ,EQBH,AF
  ,CHAGCHARAN      ,EQBI,AF
  ,MARZAR I SHARIF ,EQBM,AF
  ,KANDAHAR        ,EQCB,AF
  ,TARIN KOWT      ,EQTK,AF
  ,KABUL INTL (MIL),OAKB,AF
  ,ASMAR           ,OAAS,AF
  ,BEHSOOD         ,OABD,AF
  ,BAMIYAN         ,OABN,AF
  ,WAZAKHAW        ,OADW,AF
  ,DARWAZ          ,OADZ,AF
  ,KESHM           ,OAEK,AF
  ,ISKACHEM/ESHKASH,OAEM,AF
  ,ISLAM-QALA      ,OAEQ,AF
  ,FARAH           ,OAFR,AF
  ,FAIZABAD        ,OAFZ,AF
  ,GULISTAN        ,OAGL,AF
  ,GHELMEEN        ,OAGM,AF
  ,GHAZNI          ,OAGN,AF
  ,GARDEZ          ,OAGZ,AF
  ,HAJIGAK         ,OAHJ,AF
  ,KHWAHAN         ,OAHN,AF
  ,HERAT           ,OAHR,AF
  ,JALALABAD (MIL) ,OAJL,AF
  ,JABUL-SARAJ     ,OAJS,AF
  ,KAJAKI          ,OAKJ,AF
  ,KANDAHAR INTL AR,OAKN,AF
  ,KALDAR          ,OAKR,AF
  ,KHOST           ,OAKS,AF
  ,KALAT           ,OAKT,AF
  ,LAL             ,OALL,AF
  ,MAIMANA/MIMANA  ,OAMN,AF
  ,MAZAR-I-SHARIF  ,OAMS,AF
  ,URGOON          ,OAOG,AF
  ,PAGHMAN         ,OAPG,AF
  ,PAN JAO         ,OAPJ,AF
  ,QADES           ,OAQD,AF
  ,QALA-I-NOW      ,OAQN,AF
  ,SHINDAND        ,OASD,AF
  ,SHEBIRGHAN      ,OASG,AF
  ,KUNDUZ          ,OAUZ,AF
  ,YANGI QALA      ,OAYQ,AF
  ,ZEBAK           ,OAZB,AF
  ,BAHRAIN INTL ARP,OBBI,BH
  ,ABHA            ,OEAB,SA
  ,AL AHSA         ,OEAH,SA
  ,PRINCE ABDULMAJE,OEAO,SA
  ,AL BAHA         ,OEBA,SA
  ,AL DAWADMI      ,OEDM,SA
  ,BISHA (CIV/MIL) ,OEBH,SA
  ,KING FAHD INTL  ,OEDF,SA
  ,DHAHRAN INTL (MI,OEDR,SA
  ,DAWADMI         ,OEDW,SA
  ,GIZAN           ,OEGN,SA
  ,GASSIM          ,OEGS,SA
  ,GURIAT          ,OEGT,SA
  ,HAIL            ,OEHL,SA
  ,JUBAIL(NAVAL)   ,OEJB,SA
  ,JEDDAH          ,OEJD,SA
  ,JEDDAH/KING ABDU,OEJN,SA
  ,KAIBER          ,OEKB,SA
  ,AL KHARJ AB     ,OEKJ,SA
  ,PRINCE SULTAN AB,OEPS,SA
  ,KING KHALID MIL ,OEKK,SA
  ,KHAMIS MUSHAIT A,OEKM,SA
  ,MADINAH INTL ARP,OEMA,SA
  ,MAKKAH/MECCA    ,OEMK,SA
  ,MUAYH           ,OEMH,SA
  ,NEJRAN          ,OENG,SA
  ,HAFR AL-BATIN AR,OEPA,SA
  ,RAFHA (PRIVATE) ,OERF,SA
  ,RIYADH/KING KHAL,OERK,SA
  ,ARAR            ,OERR,SA
  ,RIYADH (SAUD-AFB,OERY,SA
  ,SHARURAH (CIV/MI,OESH,SA
  ,AL-JOUF (CIV/MIL,OESK,SA
  ,TABUK (SAUD-AFB),OETB,SA
  ,TAIF (CIV/MIL)  ,OETF,SA
  ,TURAIF          ,OETR,SA
  ,WADI AL DAWASER ,OEWD,SA
  ,WEJH            ,OEWJ,SA
  ,YENBO           ,OEYN,SA
  ,ABADAN INTL AIRP,OIAA,IR
  ,DEZFUL (IRAN-AFB,OIAD,IR
  ,AGHA JARI       ,OIAG,IR
  ,GACH SARAN(PRIVA,OIAH,IR
  ,MASJED-SOLEYMAN ,OIAI,IR
  ,BANDAR MAHSHAHR ,OIAM,IR
  ,AHWAZ           ,OIAW,IR
  ,BUSHEHR (CIV/AFB,OIBB,IR
  ,KISH ISLAND     ,OIBK,IR
  ,BANDAR LENGEH   ,OIBL,IR
  ,KERMANSHAH/BAKTA,OICC,IR
  ,GHASRE-SHIRIN   ,OICG,IR
  ,BORUJERD        ,OICJ,IR
  ,KHORAM ABAD     ,OICK,IR
  ,SANANDAJ        ,OICS,IR
  ,KASHAN          ,OIFK,IR
  ,ESFAHAN S B INTL,OIFM,IR
  ,SHAHRE-KORD     ,OIFS,IR
  ,RASHT           ,OIGG,IR
  ,KERMANSHAH      ,OIGK,IR
  ,HAMADAN         ,OIHH,IR
  ,ARAK            ,OIHR,IR
  ,TEHRAN/MEHRABAD ,OIII,IR
  ,GHAZVIN         ,OIIK,IR
  ,KARAJ/PAYAM     ,OIIP,IR
  ,GHOM/QOM        ,OIIQ,IR
  ,SEMNAN          ,OIIS,IR
  ,BANDAR ABBAS INT,OIKB,IR
  ,KERMAN          ,OIKK,IR
  ,BAM             ,OIKM,IR
  ,MINAB           ,OIKO,IR
  ,GHESHM/DAYRESTAN,OIKQ,IR
  ,BIRJAND         ,OIMB,IR
  ,TORBAT-HEYDARIEH,OIMH,IR
  ,MASHHAD (AFB/CIV,OIMM,IR
  ,BOJNOURD        ,OIMN,IR
  ,KASMAR          ,OIMQ,IR
  ,SABZEVAR        ,OIMS,IR
  ,TABAS           ,OIMT,IR
  ,KALALEH         ,OINE,IR
  ,GORGAN          ,OING,IR
  ,GONBAD GHABUS   ,OINK,IR
  ,NOSHAHR         ,OINN,IR
  ,RAMSAR          ,OINR,IR
  ,SARY DASHTE NAZ ,OINZ,IR
  ,ABADEH          ,OISA,IR
  ,FASA            ,OISF,IR
  ,SHIRAZ (CIV/AFB),OISS,IR
  ,KHOY            ,OITK,IR
  ,ARDABIL         ,OITL,IR
  ,ORUMIEH         ,OITR,IR
  ,SAGHEZ          ,OITS,IR
  ,TABRIZ(IRAN-AB/C,OITT,IR
  ,ZANJAN          ,OITZ,IR
  ,YAZD            ,OIYY,IR
  ,ZABOL           ,OIZB,IR
  ,CHAH BAHAR (IR-A,OIZC,IR
  ,ZAHEDAN INTL ARP,OIZH,IR
  ,IRANSHAHR       ,OIZI,IR
  ,JASK            ,OIZJ,IR
  ,ABUMUSA ISLAND  ,OIBA,IR
  ,JAM AIRPORT     ,OIBJ,IR
  ,PERSIAN GULF APT,OIBP,IR
  ,KHARK ISLAND    ,OIBQ,IR
  ,SIRRI ISLAND    ,OIBS,IR
  ,LAVAN ISLAND    ,OIBV,IR
  ,ILAM AIRPORT    ,OICI,IR
  ,MALAYER AIRPORT ,OIHM,IR
  ,IMAM KHOMEINI   ,OIIE,IR
  ,RAFSANJAN       ,OIKR,IR
  ,SARAKHS         ,OIMC,IR
  ,GONABAD         ,OIMD,IR
  ,BABOLSAR        ,OINB,IR
  ,LAR AIRPORT     ,OISL,IR
  ,LAMERD AIRPORT  ,OISR,IR
